p2train-0	他们觉得父母的行为方式和价值观念太不老了	他们觉得父母的行为方式和价值观念太老了
p2train-387	本人及本公司名荣获新加坡企业协会所颁发的最佳企业管理及最佳企业管理公司奖	本人及本公司获新加坡企业协会所颁发的最佳企业管理及最佳企业管理公司奖
p2train-388	要避免个人的吸烟给社会带来有害的影响	要避免个人吸烟给社会带来有害的影响
p2train-389	我认为解决饥饿问题比吃“绿色食品”还更重要	我认为解决饥饿问题比吃“绿色食品”更重要
p2train-390	那么交钱是从人民来的	那钱是从人民来的
p2train-391	对一切困难都能够解决	一切困难都能够解决
p2train-392	我们有时间经常去打了	我们有时间经常去打
p2train-393	来了第二个和尚的时候也没不发生什么问题	来了第二个和尚的时候也没发生什么问题
p2train-394	左边的文中已提出了世界上的有几亿人因缺少粮食而挨饿	左边的文中已提出了世界上有几亿人因缺少粮食而挨饿
p2train-395	每当我听到任何佛理	每当我听到佛理
p2train-396	我小学的时候很羡慕她们了	我小学的时候很羡慕她们
p2train-397	现在全世界上有减少吸烟人数的社会趋势	现在全世界有减少吸烟人数的社会趋势
p2train-398	不是意味着我不喜欢旧的歌曲	不意味着我不喜欢旧的歌曲
p2train-399	在世界上大部分的人一致认为	世界上大部分的人一致认为
p2train-400	最近几年中日之间之的交易很火	最近几年中日之间的交易很火
p2train-401	所以有点儿不好意思了	所以有点儿不好意思
p2train-402	学习应该在平静的地方里学习才有效果的	学习应该在平静的地方学习才有效果的
p2train-403	现在的我的生活上也有这样的情况	现在我的生活上也有这样的情况
p2train-404	我们家到3年前跟一般家庭一样每天吃一般食品	我们家3年前跟一般家庭一样每天吃一般食品
p2train-405	以后他也会这样做对待父母	以后他也会这样对待父母
p2train-406	我也去东南亚的时候已经见过了这样的情况	我去东南亚的时候已经见过了这样的情况
p2train-407	但是这个问题对我来说很难忍受的	但是这个问题对我来说很难忍受
p2train-408	而申请服装模特儿的人	申请服装模特儿的人
p2train-409	所以家长主动地找了互相见面的机会	所以家长主动地找互相见面的机会
p2train-410	所以父母的对孩子的影响力也很强	所以父母对孩子的影响力也很强
p2train-411	那时四周往往都是女的	那时四周都是女的
p2train-412	这是第一次给你写信的吧	这是第一次给你写信吧
p2train-413	目前我是大学四年级	目前我大学四年级
p2train-414	他的观点行为都靠这时候学习的部分	他的观点行为都靠这时候学习的
p2train-415	上述提的礼节部分也是跟它有相同	上述提的礼节部分也是跟它相同
p2train-416	有的坏的	有的坏
p2train-417	我和客人是有面对面的接触	我和客人有面对面的接触
p2train-418	所以常常发生了不少的矛盾	所以常常发生不少的矛盾
p2train-419	还损害在周围的他人的健康	还损害周围的他人的健康
p2train-420	而且对这种问题	而且这种问题
p2train-421	我现在也不知道她有没有害怕的事情或者想哭的时候呢	我现在也不知道她有没有害怕的事情或者想哭的时候
p2train-422	我们的年领要学习	我们要学习
p2train-423	而是承认男女分班的	而是承认男女分班
p2train-424	所以我是说静音对人体有影响	所以我说静音对人体有影响
p2train-425	俗话说：“失败是成功的之母”	俗话说：“失败是成功之母”
p2train-426	而其他的	其他的
p2train-427	只是想说吸烟者应该常常认识在人群里抽烟的危险性	只是想说吸烟者应该认识在人群里抽烟的危险性
p2train-428	为保持市容整洁需要的就是文明道德	保持市容整洁需要的就是文明道德
p2train-429	每个人过一辈子都会遇到挫折和困难	每个人一辈子都会遇到挫折和困难
p2train-430	韩国古代时候有人说：强父母下该有强子女	韩国古代有人说：强父母下该有强子女
p2train-431	这样的话他们不会打架呢	这样的话他们不会打架
p2train-432	使我脑部受损	我脑部受损
p2train-433	但是根据试卷上的短消息来说	但是根据试卷上的短消息
p2train-434	我希望这个三个和尚	我希望这三个和尚
p2train-435	这样我不单只是为了可以单单能说汉语	这样我不单只是为了可以说汉语
p2train-436	在公共场所上	在公共场所
p2train-437	当然每个人的性格不一样的	当然每个人的性格不一样
p2train-438	为了保护环境而美观	为了保护环境
p2train-439	应该最先考虑与身体的健康	应该最先考虑身体的健康
p2train-440	而是为了自己一个人的	而是自己一个人的
p2train-441	这样的时候时候也会发生代沟问题	这样的时候也会发生代沟问题
p2train-442	我国家的一位环境保护者正在进行了“自然声的发现的运动”	我国家的一位环境保护者正在进行“自然声的发现的运动”
p2train-443	所以我觉得丈夫没犯了故意杀人罪	所以我觉得丈夫没犯故意杀人罪
p2train-444	我自己想听着你们的谆谆教诲成了这么样的人	我自己听着你们的谆谆教诲成了这么样的人
p2train-445	政府为吸烟者们给提供场所	政府为吸烟者们提供场所
p2train-446	这就是在日本最重视的写	这就是在日本最重视写
p2train-447	还是与一般学者所说的一样	与一般学者所说的一样
p2train-448	我见过的许多中国人跟我交流时少不了在中国有名的韩国歌手的话题	我见过的许多中国人跟我交流时少不了中国有名的韩国歌手的话题
p2train-449	就是躺在躺在床上不能动	就是躺在床上不能动
p2train-450	在世界各国为人们举办戒烟活动	世界各国为人们举办戒烟活动
p2train-451	不知道了你们对我多么重要	不知道你们对我多么重要
p2train-452	我自己从小就开始喜欢听流行歌曲	我从小就开始喜欢听流行歌曲
p2train-453	但是主要根源还是因为男女分班的	但是主要根源还是因为男女分班
p2train-454	选择是“绿色食品”还是饥饿	选择“绿色食品”还是饥饿
p2train-455	朋友很客气地感谢“谢谢”	朋友很客气地感谢
p2train-456	也会能改善我们的环境	也能改善我们的环境
p2train-457	我从小便喜欢画画和设计具有独特风格的卡通人物	我从小便喜欢设计具有独特风格的卡通人物
p2train-458	让自己奋发精神	让自己奋发
p2train-459	现在的饥饿问题真是争分夺秒的问题的	现在的饥饿问题真是争分夺秒的问题
p2train-460	互相帮助是人们的生活的关键	互相帮助是人们生活的关键
p2train-461	朋友和公众的人	朋友和公众
p2train-462	对此我真的充满自信感	对此我真的充满自信
p2train-463	所以把吸烟者放在地下或另外一个小小的地方让他们吸烟的	所以把吸烟者放在地下或另外一个小小的地方让他们吸烟
p2train-464	我觉得对这个部分有点儿奇怪	我觉得这个部分有点儿奇怪
p2train-465	烟是对人的生活当中可以没有的东西	烟是人的生活当中可以没有的东西
p2train-466	我都知道您这样做多么累	我知道您这样做多么累
p2train-467	我的眼光好象是看宇宙人似的	我的眼光好象是看宇宙人
p2train-468	但休息日的时候经常带我去玩了	但休息日的时候经常带我去玩
p2train-469	都是第一次的	都是第一次
p2train-470	人际交流的方法只能朋友教的	人际交流的方法只能朋友教
p2train-471	希望大家可以从这吸取一些知识和教训	希望大家可以从这吸取一些教训
p2train-472	绿色食品是没有化学污染	绿色食品没有化学污染
p2train-473	这就是九三年的九月	这是九三年的九月
p2train-474	而有的人可能对农药有过敏	而有的人可能对农药过敏
p2train-475	他二十三岁的时候跟妈妈结了婚了	他二十三岁的时候跟妈妈结了婚
p2train-476	我想现在高中生那么大的孩子们的思想行为很乱	我想现在高中生那么大的孩子们的思想很乱
p2train-477	对人的吃	人的吃
p2train-478	可是这样是好的办法了	可是这样是好的办法
p2train-479	在这个方面上	在这个方面
p2train-480	因此我们的观念大体上未必能为他们所接受	因此我们的观念未必能为他们所接受
p2train-481	有不少原于恋爱而被流行的	有不少原于恋爱而流行的
p2train-482	我同意这某市政府实施的惩罚措施	我同意某市政府实施的惩罚措施
p2train-483	记对我影响最大的一个人是我的二哥	对我影响最大的一个人是我的二哥
p2train-484	可我却不懂这些的话	可我却不懂这些话
p2train-485	我想应聘当贵公司的导游	我想应聘贵公司的导游
p2train-486	在这么多种方式中	在多种方式中
p2train-487	租下了五年的房子	租了五年的房子
p2train-488	反而虽有很多好处	反而有很多好处
p2train-489	和尚们的努力终于使到庙的周围出现了不少口井	和尚们的努力终于使庙的周围出现了不少口井
p2train-490	对人的情绪非没有好处	对人的情绪没有好处
p2train-491	现今社会经济的高度发展	现今社会经济高度发展
p2train-492	因为在这个现代生活里	因为在现代生活里
p2train-493	我的主要意见是最好的方法是对话的	我的主要意见是最好的方法是对话
p2train-494	在我我的生活中这么重要的问题	在我的生活中这么重要的问题
p2train-495	这一所女子中学以什么为出名呢	这一所女子中学以什么出名呢
p2train-496	我在一个餐厅里做服务员了	我在一个餐厅里做服务员
p2train-497	一点也没开始做	一点也没做
